Titulo;Marca;Modelo;Versao;Ano_Fab;Ano_Mod;Quilometragem;Cambio;Portas;Tipo_Carroceria;Cor;Preco;Cidade;Vendedor;Atributos;Descricao;Link
MITSUBISHI ECLIPSE CROSS 1.5 MIVEC TURBO GASOLINA HPE CVT;MITSUBISHI;ECLIPSE CROSS;1.5 MIVEC TURBO GASOLINA HPE CVT;2021;2022.0;75000.0;CVT;4;Utilitário esportivo;Prata;125000.0;Florianópolis;Particular;Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;Único dono.  Todas as revisões feitas na concessionária Mitsubishi.  Bancos de couro em perfeito estado.  Motor turbo 1.  5 L — 165 cv.  Câmbio automático CVT com simulação de 8 marchas.  Porta-malas com 473 litros de capacidade.  ;https://www.webmotors.com.br/comprar/64943133
NISSAN FRONTIER 2.3 16V TURBO DIESEL XE CD 4X4 AUTOMÁTICO;NISSAN;FRONTIER;2.3 16V TURBO DIESEL XE CD 4X4 AUTOMÁTICO;2018;2019.0;110000.0;Automática;4;Picape;Branco;125800.0;Florianópolis;Particular;Aceita troca;"Veiculo muito bem conservado, 2 Dono, baixa Km pelo ano ""usado nos finais de semana"".  pneus novos e estepe nunca rodado, detalhe, e uma XE com todos os acessorios da LE.  Aceito troca SUV menor valor bem conservado e com baixo KM.  Menor valor anunciado na Webmotors no Brasil ";https://www.webmotors.com.br/comprar/65080359
PEUGEOT 308 1.6 GRIFFE THP 16V GASOLINA 4P AUTOMÁTICO;PEUGEOT;308;1.6 GRIFFE THP 16V GASOLINA 4P AUTOMÁTICO;2013;2014.0;118632.0;Automática;4;Hatchback;Prata;34990.0;Florianópolis;Particular;IPVA pago, Licenciado;CArro novo. nunca batido. 4 pneus novos. bateria nova. Revisão mecanica completa recente.;https://www.webmotors.com.br/comprar/65224302
SUZUKI SX4 2.0 4X4 16V GASOLINA 4P AUTOMÁTICO;SUZUKI;SX4;2.0 4X4 16V GASOLINA 4P AUTOMÁTICO;2012;2013.0;190000.0;Automática;4;Hatchback;Prata;42000.0;Florianópolis;Particular;;;https://www.webmotors.com.br/comprar/65227204
VOLKSWAGEN TIGUAN 2.0 350 TSI GASOLINA ALLSPACE R-LINE 4MOTION DSG;VOLKSWAGEN;TIGUAN;2.0 350 TSI GASOLINA ALLSPACE R-LINE 4MOTION DSG;2019;2019.0;69000.0;Automática;4;Utilitário esportivo;Branco;149900.0;Florianópolis;Particular;Aceita troca, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;Todas as revisões em concessionária. Carro muito bem cuidado e sem detalhes. Teto solar panorâmico. Sistemas ADAS: ACC, frenagem de emergência dianteira e traseira, alerta de colisão, assistente de permanência em faixa, leitor de placa de velocidade. Chave reserva, manual, tudo em dia.;https://www.webmotors.com.br/comprar/65289597
CHEVROLET SILVERADO 5.3 V8 GASOLINA 1500 HIGH COUNTRY 4X4 AUTOMÁTICO;CHEVROLET;SILVERADO;5.3 V8 GASOLINA 1500 HIGH COUNTRY 4X4 AUTOMÁTICO;2024;2024.0;8500.0;Automática;4;Picape;Branco;419000.0;Florianópolis;Top Car selection - Florianópolis;Aceita troca, Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária;-BAIXA KM Mais opcionais: Completo, Ar Condicionado Digital, Apoio de Braço, Alerta de Ponto Cego, Conexão USB, Controle Automático de Descida, Controle de Estabilidade, Teto Panorâmico, Direção Elétrica. Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64966946
VOLVO XC60 2.0 T8 HYBRID R-DESIGN AWD GEARTRONIC;VOLVO;XC60;2.0 T8 HYBRID R-DESIGN AWD GEARTRONIC;2021;2021.0;67000.0;Automática;4;Utilitário esportivo;Preto;209900.0;Florianópolis;Top Car selection - Florianópolis;Aceita troca;Veículo revisado , com cautelar aprovada e abaixo da Fipe. Mais opcionais: Completo, Direção Elétrica. Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/65265217
HONDA CITY 1.5 EXL 16V FLEX 4P AUTOMÁTICO;HONDA;CITY;1.5 EXL 16V FLEX 4P AUTOMÁTICO;2014;2015.0;127700.0;CVT;4;Sedã;Marrom;69900.0;Florianópolis;Particular;IPVA pago, Licenciado;Honda City EXL 2014/2015. Versão topo de linha, completa, com câmbio CVT, motor 1.5 i-VTEC flex, bancos em couro, ar digital, central multimídia, câmera de ré e cruise control. Confortável, espaçoso e econômico. Porta-malas amplo e excelente desempenho na cidade e estrada. Carro extremamente confiável, sempre bem cuidado, em ótimo estado. Este carro me trouxe apenas satisfação - ideal para quem busca um sedã completo e sem surpresas. Não aceita troca.;https://www.webmotors.com.br/comprar/65267167
HYUNDAI IX35 2.0 MPI 4X2 16V FLEX 4P AUTOMÁTICO;HYUNDAI;IX35;2.0 MPI 4X2 16V FLEX 4P AUTOMÁTICO;2013;2014.0;117000.0;Automática;4;Utilitário esportivo;Prata;68900.0;Florianópolis;Particular;;Hyundai ix35 2.0 GLS automático 2013/2014, com 117.000 km, muito bem conservado. SUV confortável, espaçoso e robusto, ideal para família e viagens longas. Destaque para bancos em couro original, piloto automático, câmera de ré, sensores de estacionamento e volante multifuncional. Mecânica confiável, câmbio suave, manutenção em dia e documentação regular. Pronto para transferência.;https://www.webmotors.com.br/comprar/65230544
MINI COUNTRYMAN 1.5 12V TWINPOWER TURBO HYBRID COOPER S E UNTAMED EDITION ALL4 STEPTRONIC;MINI;COUNTRYMAN;1.5 12V TWINPOWER TURBO HYBRID COOPER S E UNTAMED EDITION ALL4 STEPTRONIC;2022;2023.0;20000.0;Automática;4;Utilitário esportivo;Cinza;205900.0;Florianópolis;Zeekr Metronorte;Aceita troca, Único dono, IPVA pago, Licenciado;HISTÓRICO  - PNEUS BONS  - ÚNICO DONO  - POLIDO E HIGIENIZADO  - MANUAL + CHAVE RESERVA  - LAUDO CAUTELAR APROVADO  - IPVA PAGO  CARACTERÍSTICAS - MINI COOPER COUNTRYMAN S EXCLUSIVE ALL4 - 6 Airbags - HIBRIDO - 224cv (COMBINADO) - Bateria: 9,6 kWh - Câmbio: Automático  - Porta malas: 405 Litros - Comprimento.: 4,29m Larg.: 1,82m  Valor anunciado válido para compra à vista . Para negociações com veículo usado na troca, consulte condições e faça a avaliação do seu carro Outros Opcionais: Assistente de Partida em Rampa, Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo, Porta-copos.;https://www.webmotors.com.br/comprar/65013428
BMW X4 3.0 TWINPOWER GASOLINA M40I STEPTRONIC;BMW;X4;3.0 TWINPOWER GASOLINA M40I STEPTRONIC;2019;2019.0;65700.0;Automática;4;Utilitário esportivo;Preto;285000.0;Florianópolis;Particular;Todas as revisões feitas pela agenda do carro, Todas as revisões feitas pela concessionária;;https://www.webmotors.com.br/comprar/65018598
VOLKSWAGEN FUSCA 1.3 8V GASOLINA 2P MANUAL;VOLKSWAGEN;FUSCA;1.3 8V GASOLINA 2P MANUAL;1968;1968.0;66000.0;Manual;2;Sedã;Cinza;39900.0;Florianópolis;Particular;Aceita troca, IPVA pago, Licenciado;Volkswagen Fusca 1300 1968  Estou vendendo esse maravilhoso Fusca 1300, ano 1968.  Detalhes do Fusca:  - Ano: 1968 - Modelo: 1300 - Cor: Bege clássica, preservando toda a originalidade e charme da época. - Ótimo estado de conservação, ideal para colecionadores ou apaixonados por carros antigos. - Motor em perfeito funcionamento. - Equipado com alternador e ignição eletrônica. - Documentação em dia.  - Localização: Florianópolis / SC;https://www.webmotors.com.br/comprar/64865486
AUDI Q3 1.4 TFSI AMBIENTE GASOLINA 4P S TRONIC;AUDI;Q3;1.4 TFSI AMBIENTE GASOLINA 4P S TRONIC;2015;2016.0;130000.0;Automática;4;Utilitário esportivo;Preto;84000.0;Florianópolis;Particular;IPVA pago, Licenciado;;https://www.webmotors.com.br/comprar/64850432
TOYOTA YARIS 1.5 16V FLEX SEDAN XS CONNECT MULTIDRIVE;TOYOTA;YARIS;1.5 16V FLEX SEDAN XS CONNECT MULTIDRIVE;2023;2023.0;74876.0;CVT;4;Sedã;Branco;105000.0;Florianópolis;Particular;Aceita troca;;https://www.webmotors.com.br/comprar/64949808
CHEVROLET BLAZER 2.4 MPFI ST 4X2 8V GASOLINA 4P MANUAL;CHEVROLET;BLAZER;2.4 MPFI ST 4X2 8V GASOLINA 4P MANUAL;2001;2001.0;135000.0;Manual;4;Utilitário esportivo;Prata;32900.0;Florianópolis;IMPERAR;Aceita troca, IPVA pago, Licenciado;Carro muito bem conservado, revisado e pronto para rodar.  ? Pneus em bom estado ? Direção hidráulica ? Vidros elétricos ? Trava elétrica ? Ar gelando  Financiamos para pessoas:       * Sem CNH ? * SCORE BAIXO ? * Pequenas restrições ? * Autônomos ? * Aposentados… ? Financiamos em até 60x E parcelamos entrada em até 24x Outros Opcionais: Pára-choques na cor do veículo.;https://www.webmotors.com.br/comprar/65215713
MINI COOPER 2.0 16V TWINPOWER GASOLINA S CABRIO STEPTRONIC;MINI;COOPER;2.0 16V TWINPOWER GASOLINA S CABRIO STEPTRONIC;2025;2026.0;0.0;Automática;2;Conversível;Preto;359990.0;Florianópolis;MINI - Top Car - Florianópolis;Aceita troca;[CDJABAF];https://www.webmotors.com.br/comprar/65016367
FIAT PULSE 1.3 TURBO 270 FLEX ABARTH AT6;FIAT;PULSE;1.3 TURBO 270 FLEX ABARTH AT6;2022;2023.0;48540.0;Automática;4;Utilitário esportivo;Vermelho;119890.0;Florianópolis;RB Motors;Aceita troca, Todas as revisões feitas pela concessionária;Veículo com TODAS suas REVISÕES EM CONCESSIONÁRIA até 45.632 Km dia 17/11/2025.  Além de contar com MANUAL + CHAVE RESERVA e possuir seu laudo cautelar APROVADO.  O modelo possui controle eletrônico de estabilidade e tração, assistente de permanência em faixa, sensores de estacionamento e câmera de ré. Painel de instrumentos digital com gráficos exclusivos Abarth, central multimídia de 10,1 polegadas, bancos esportivos em couro com costuras vermelhas e o logotipo Abarth, sistema de som premium e ar condicionado digital. VALOR DO VEÍCULO PARA VENDA À VISTA. Se você estiver interessado em obter uma avaliação para o seu seminovo ou simular taxas especiais, nos contate pela plataformas online, WhatsApp (48) 99138-2650, @rbmotors.sc ou visitando uma de suas lojas físicas. Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.;https://www.webmotors.com.br/comprar/65227186
LAND ROVER FREELANDER 2 2.2 S SD4 16V TURBO DIESEL 4P AUTOMÁTICO;LAND ROVER;FREELANDER 2;2.2 S SD4 16V TURBO DIESEL 4P AUTOMÁTICO;2012;2012.0;228000.0;Automática;4;Utilitário esportivo;Branco;51900.0;Florianópolis;Particular;IPVA pago, Licenciado;;https://www.webmotors.com.br/comprar/64986413
ZEEKR X 66 KW ELÉTRICO PREMIUM;ZEEKR;X;66 KW ELÉTRICO PREMIUM;2024;2025.0;8000.0;Automática;4;Utilitário esportivo;Branco;236900.0;Florianópolis;Zeekr Metronorte;Aceita troca, Único dono, IPVA pago, Licenciado, Garantia de fábrica;HISTÓRICO  - PNEUS BONS  - ÚNICO DONO  - GARANTIA DE FÁBRICA  - POLIDO E HIGIENIZADO  - MANUAL + CHAVE RESERVA  - LAUDO CAUTELAR APROVADO  - IPVA PAGO  CARACTERÍSTICAS - Zeekr X Premium - 7 Airbags - 272cv - Tração traseira  - Bateria: 66 kWh - Câmbio: Automático  - Porta malas: 362 Litros - Comprimento.: 4,43m Larg.: 1,83m  Valor anunciado válido para compra à vista . Para negociações com veículo usado na troca, consulte condições e faça a avaliação do seu carro Outros Opcionais: Assistente de Partida em Rampa, Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Porta-copos.;https://www.webmotors.com.br/comprar/65012251
HYUNDAI CRETA 1.6 16V FLEX ACTION AUTOMÁTICO;HYUNDAI;CRETA;1.6 16V FLEX ACTION AUTOMÁTICO;2022;2022.0;61000.0;Automática;4;Utilitário esportivo;Branco;89900.0;Florianópolis;INTERCONTINENTAL AUTOMOVEIS;Aceita troca, Licenciado;VEICULO MUITO NOVO COM APENAS 61000KM BANCOS DE COURO CAMBIO AUTOMATICO VOLANTE MULTIFUNCIONAL RODAS DE LIGA LEVE  Outros Opcionais: Assistente de Partida em Rampa, Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, MP3 Player, Pára-choques na cor do veículo, Porta-copos.;https://www.webmotors.com.br/comprar/65181266
KIA SPORTAGE 1.6 TGDI MHEV EX PRESTIGE DCT;KIA;SPORTAGE;1.6 TGDI MHEV EX PRESTIGE DCT;2023;2024.0;20000.0;Automática;4;Utilitário esportivo;Branco;213900.0;Florianópolis;INTERCONTINENTAL AUTOMOVEIS;Aceita troca, Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, Garantia de fábrica;VEICULO EXTREMAMENTE NOVO COM APENAS 20000KM TETO SOLAR CENTRAL MULTIMIDIA COM PAINEL INTEGRADO BANCOS ELETRICOS DE COURO AQUECIMENTO E REESFRIAMENTO DOS BANCOS UNICO DONO Outros Opcionais: Assistente de Partida em Rampa, Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo, Porta-copos.;https://www.webmotors.com.br/comprar/65233752
JAGUAR XE 2.0 16V SI4 TURBO GASOLINA PURE 4P AUTOMÁTICO;JAGUAR;XE;2.0 16V SI4 TURBO GASOLINA PURE 4P AUTOMÁTICO;2016;2017.0;84313.0;Automática;4;Sedã;Branco;121800.0;Florianópolis;Zilli Veículos;Aceita troca;* Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.* Mais opcionais: Abertura Interna do Porta Malas, Airbag Duplo, Airbag Lateral, Airbag Lateral em Modo Cortina, Apoio de Braço, Ar Condicionado Digital, Ar Condicionado Dual Zone, Assistente de Partida em Rampa, Banco Bipartido, Banco do Motorista com Ajuste Elétrico, Câmbio Automático, Câmera de Ré, Conexão USB, Controle de Estabilidade, Controle Som ... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64504196
PORSCHE CAYENNE 3.0 V6 E-HYBRID AWD TIPTRONIC S;PORSCHE;CAYENNE;3.0 V6 E-HYBRID AWD TIPTRONIC S;2019;2020.0;38000.0;Automática;4;Utilitário esportivo;Cinza;419900.0;Florianópolis;INTERCONTINENTAL AUTOMOVEIS;Aceita troca, Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;VEICULO MUITO NOVO COM APENAS 38000KM INTERIOR CLARO BANCO 14 VIAS SPORT CHRONO TETO SOLAR CHAVE PRESENCIAL RODAS ARO 21   Outros Opcionais: Assistente de Partida em Rampa, Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo, Porta-copos.;https://www.webmotors.com.br/comprar/64505132
MERCEDES-BENZ GLA 200 1.6 CGI FLEX ADVANCE 7G-DCT;MERCEDES-BENZ;GLA 200;1.6 CGI FLEX ADVANCE 7G-DCT;2019;2019.0;88000.0;Automática;4;Utilitário esportivo;Prata;119900.0;Florianópolis;INTERCONTINENTAL AUTOMOVEIS;Aceita troca, IPVA pago, Licenciado;VEICULO EXTREMAMENTE NOVO COM APENAS 88000KM VOLANTE MUTIFUNCIONAL  CENTRAL MULTIMIDIA RODA DE LIGA LEVE BANCO ELTERICO  IPVA PAGO  Outros Opcionais: Assistente de Partida em Rampa, Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, MP3 Player, Pára-choques na cor do veículo, Porta-copos.;https://www.webmotors.com.br/comprar/63859259
MERCEDES-BENZ CLA 250 2.0 CGI GASOLINA 7G-DCT;MERCEDES-BENZ;CLA 250;2.0 CGI GASOLINA 7G-DCT;2022;2023.0;18000.0;Automática;4;Sedã;Prata;279900.0;Florianópolis;kaka Automoveis Floripa;Aceita troca, Único dono;Na Kaka Automóveis você encontra os melhores carros com as melhores condições do mercado!  Aceitamos seu veículo usado como parte do pagamento  Entrada facilitada no cartão de crédito  Financiamento em até 60x com taxas especiaisEstamos presentes em 3 unidades para melhor te atender: Lages – Av. Pres. Vargas, 696 – Sagrado Coração de Jesus Florianópolis (Grande Floripa) – R. Maria Bernardina Vaz Borges, 360 – Kobrasol Itajaí | Praia Brava – Av. Carlos Drummond de Andrade, 7;https://www.webmotors.com.br/comprar/63983086
MERCEDES-BENZ GLB 200 1.3 CGI GASOLINA PROGRESSIVE 7G-DCT;MERCEDES-BENZ;GLB 200;1.3 CGI GASOLINA PROGRESSIVE 7G-DCT;2022;2022.0;20542.0;Automática;4;Utilitário esportivo;Preto;231900.0;Florianópolis;kaka Automoveis Floripa;Aceita troca;Na Kaka Automóveis você encontra os melhores carros com as melhores condições do mercado!  Aceitamos seu veículo usado como parte do pagamento  Entrada facilitada no cartão de crédito  Financiamento em até 60x com taxas especiaisEstamos presentes em 3 unidades para melhor te atender: Lages – Av. Pres. Vargas, 696 – Sagrado Coração de Jesus Florianópolis (Grande Floripa) – R. Maria Bernardina Vaz Borges, 360 – Kobrasol Itajaí | Praia Brava – Av. Carlos Drummond de Andrade, 7;https://www.webmotors.com.br/comprar/63625430
VOLKSWAGEN TIGUAN 1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;VOLKSWAGEN;TIGUAN;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2018;2018.0;91066.0;Automática;4;Utilitário esportivo;Vermelho;111990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca;Direção Elétrica, ABAIXO DA FIPE   . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64536923
PORSCHE 911 3.8 24V H6 GASOLINA TURBO S PDK;PORSCHE;911;3.8 24V H6 GASOLINA TURBO S PDK;2024;2024.0;2240.0;Automática;2;Cupê;Preto;1650000.0;Florianópolis;Nord Sportwagen;Aceita troca, Único dono, IPVA pago;Preto Jet Metálico| Interior em Couro Exclusive Manufaktur Preto e Marrom Cohina| Pacote de interior em Madeira Paldao escuro| Aquecimento e resfriamento dos bancos| Faróis em LED Matrix com PDLS Plus| Saias Laterais SportDesign| Direção Assistida Plus| Sistema de elevação do eixo dianteiro| ParkAssist com câmera 360º| ACC| Assistente de manutenção de faixa| Assistente de mudança de faixa| Assistente de visão noturna| Sistema de som Burmester High-End| PPF e Ceramic Pro Full;https://www.webmotors.com.br/comprar/63679205
FIAT TITANO 2.2 TURBO DIESEL RANCH 4X4 AT6;FIAT;TITANO;2.2 TURBO DIESEL RANCH 4X4 AT6;2024;2025.0;11003.0;Automática;4;Picape;Vermelho;189990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64537108
MITSUBISHI ASX 2.0 4X2 16V FLEX 4P AUTOMÁTICO;MITSUBISHI;ASX;2.0 4X2 16V FLEX 4P AUTOMÁTICO;2019;2019.0;69000.0;CVT;4;Utilitário esportivo;Marrom;94900.0;Florianópolis;INTERCONTINENTAL AUTOMOVEIS;Aceita troca, IPVA pago, Licenciado;VEICULO MUITO NOVO COM APENAS 69000KM CENTRAL MULTIMIDIA VOLANTE MULTIFUNCIONAL PADDLE SHIFT IPVA PAGO Outros Opcionais: Assistente de Partida em Rampa, Comando de áudio no volante, Controle de estabilidade, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, MP3 Player, Pára-choques na cor do veículo, Porta-copos.;https://www.webmotors.com.br/comprar/63965157
JEEP COMPASS 1.3 T270 TURBO FLEX S AT6;JEEP;COMPASS;1.3 T270 TURBO FLEX S AT6;2022;2023.0;30000.0;Automática;4;Utilitário esportivo;Branco;164900.0;Florianópolis;INTERCONTINENTAL AUTOMOVEIS;Aceita troca, Todas as revisões feitas pela agenda do carro, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;VEICULO MUITO NOVO COM APENAS 30000KM TETO SOLAR TODAS REVISOES NA CONCESSIONARIA BANCOS ELETRICOS SOM BEATS PACOTE ACC PORTA MALAS ELETRICO Outros Opcionais: Assistente de Partida em Rampa, Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo, Porta-copos.;https://www.webmotors.com.br/comprar/64631538
ZEEKR 001 100 KW ELÉTRICO FLAGSHIP AWD;ZEEKR;001;100 KW ELÉTRICO FLAGSHIP AWD;2024;2025.0;2900.0;Automática;4;Perua/SW;Laranja;439900.0;Florianópolis;GIACOMOTORS;Aceita troca, Licenciado; 001 Flagship AWD (Elétrico) 2024/2025, Capacidade de Bateria 100 kWh Com Uma Autonomia Media de 420 km Com Uma Carga Completa, 544 cv de Potencia Combinada, Bancos Em Couro Com Ajustes Elétricos, Teto Panoramico, Alerta de Ponto Cego, Frenagem Autonoma de Manobras, Rodas ARO 22, Chave Presencial, Volante Multifuncional, Regulangem de Farois, Vidros e Travas Elétrcias, ;https://www.webmotors.com.br/comprar/64549936
RAM RAMPAGE 2.0 HURRICANE 4 TURBO GASOLINA LARAMIE 4X4 AUTOMÁTICO;RAM;RAMPAGE;2.0 HURRICANE 4 TURBO GASOLINA LARAMIE 4X4 AUTOMÁTICO;2023;2024.0;28000.0;Automática;4;Picape;Cinza;204900.0;Florianópolis;GIACOMOTORS;Aceita troca, Licenciado; Rampage Laramie 2.0 Turbo 2023/2024, Bancos em Couro Com Ajustes Elétrico, Tração Integral 4x4, Pneus BF, Central Multimidia Com Câmera de Ré, Android Auto e Carplay, Ar-condicionado Digital, 272cv de Potência,  Volante Multifuncional, Chave Presencial, Revisões em Concessionaria, Licenciamento 2025 pago.  Valor de anúncio para negociação avista, em caso de troca consulte o valor R$...   A Giaco Motors está localizada na Av. Josué di Bernardi, 720 - Capoeiras, Florianópolis - SC, 88095-720. Est;https://www.webmotors.com.br/comprar/63916017
HYUNDAI HB20 1.0 TGDI FLEX COMFORT AUTOMÁTICO;HYUNDAI;HB20;1.0 TGDI FLEX COMFORT AUTOMÁTICO;2023;2024.0;19000.0;Automática;4;Hatchback;Branco;90900.0;Florianópolis;kaka Automoveis Floripa;Aceita troca, Único dono;Na Kaka Automóveis você encontra os melhores carros com as melhores condições do mercado!  Aceitamos seu veículo usado como parte do pagamento  Entrada facilitada no cartão de crédito  Financiamento em até 60x com taxas especiaisEstamos presentes em 3 unidades para melhor te atender: Lages – Av. Pres. Vargas, 696 – Sagrado Coração de Jesus Florianópolis (Grande Floripa) – R. Maria Bernardina Vaz Borges, 360 – Kobrasol Itajaí | Praia Brava – Av. Carlos Drummond de Andrade, 7;https://www.webmotors.com.br/comprar/64181950
NISSAN KICKS 1.6 16V FLEXSTART ADVANCE XTRONIC;NISSAN;KICKS;1.6 16V FLEXSTART ADVANCE XTRONIC;2023;2024.0;42500.0;Automática;4;Utilitário esportivo;Cinza;111990.0;Florianópolis;TRACAO VEICULOS;Aceita troca, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado, Garantia de fábrica; Nissan Kicks Advance 2024 – única dona, revisões todas feitas em concessionária, com garantia de fábrica até agosto de 2026! SUV moderno, confiável e com desempenho impecável. Interior refinado, conectividade total e conforto de sobra para o dia a dia ou longas viagens. Um carro com histórico limpo, pronto para rodar e sem necessidade de nenhum investimento. Garanta já o seu antes que acabe!;https://www.webmotors.com.br/comprar/62450301
CAOA CHERY TIGGO 8 1.6 TGDI GASOLINA TXS DCT;CAOA CHERY;TIGGO 8;1.6 TGDI GASOLINA TXS DCT;2022;2023.0;41000.0;Automática;4;Utilitário esportivo;Cinza;144900.0;Florianópolis;TRACAO VEICULOS;Aceita troca, Único dono, Todas as revisões feitas pela concessionária; Tiggo 8 TXS 2023 – luxo, conforto e potência em um só SUV!  Com baixa quilometragem e todas as revisões feitas em concessionária, este Tiggo 8 entrega segurança, desempenho e tecnologia de ponta. Equipado com motor turbo, 7 lugares, acabamento premium e amplo espaço interno. Ideal para quem busca sofisticação e confiabilidade com procedência garantida. Pronto para rodar e impressionar em cada detalhe!;https://www.webmotors.com.br/comprar/64170683
